unixtime,lat,lon,crs,spd,mmsi,shipname
1403709908,47.93106833,-122.505995,33.39,2.99,123456,TIE-FIGHTER
1403709908,47.60573,-122.3755383,10.39,1.8,123458,X-WING
1403709910,47.93130833,-122.5061983,33.3,2.99,123456,TIE-FIGHTER
1403709910,47.60573,-122.3755383,10.39,1.8,123458,X-WING
1403709918,48.3183,-124.2243,11.4,2.02,123459,SLAVE I
1403709920,47.60551,-122.3741483,10.47,1.72,123458,X-WING
1403709925,48.30236167,-123.05393,23.9,1.49,123460,MILLENIUM FALCON
1403709925,48.31805,-124.2235333,11.4,2.02,123459,SLAVE I
1403709932,48.30214833,-123.0544667,23.92,1.49,123460,MILLENIUM FALCON
1403709932,47.60525,-122.3728033,10.54,1.66,123458,X-WING
1403709937,48.30193333,-123.0550017,23.93,1.49,123460,MILLENIUM FALCON
1403709940,47.93440333,-122.510235,31.31,2.96,123456,TIE-FIGHTER
1403709942,47.93449167,-122.5103933,31.26,2.97,123456,TIE-FIGHTER
1403709946,47.93484667,-122.5110317,31.14,2.98,123456,TIE-FIGHTER
1403709950,47.60491167,-122.3708683,10.47,1.6,123458,X-WING
1403709952,47.93547333,-122.5121483,31.04,3,123456,TIE-FIGHTER
1403709956,47.604805,-122.3702283,10.29,1.58,123458,X-WING
1403709955,48.31678333,-124.21945,11.4,2.03,123459,SLAVE I
1403709958,47.93592667,-122.5129433,31.04,3.01,123456,TIE-FIGHTER
1403709961,48.30104167,-123.0572267,23.92,1.49,123460,MILLENIUM FALCON
1403709962,47.936375,-122.5137467,31.01,3.02,123456,TIE-FIGHTER
1403709964,47.936465,-122.5139067,31,3.02,123456,TIE-FIGHTER
1403709967,48.30082667,-123.0577633,23.93,1.49,123460,MILLENIUM FALCON
1403709967,48.31631667,-124.2179,11.4,2.03,123459,SLAVE I
1403709974,47.60453167,-122.36833,10.11,1.57,123458,X-WING
1403709975,47.93737167,-122.5155067,31.01,3.03,123456,TIE-FIGHTER
1403709975,41.64861833,-70.27486667,26.33,-1,123457,SLAVE I
1403709980,47.60445,-122.3677067,10,1.54,123458,X-WING
1403709985,48.31563333,-124.2157167,11.4,2.03,123459,SLAVE I
1403709992,47.60432,-122.3664617,9.76,1.53,123458,X-WING
1403709994,47.93919167,-122.5187017,31.04,3.04,123456,TIE-FIGHTER
1403709997,48.29977833,-123.0604683,24.03,1.49,123460,MILLENIUM FALCON
1403710000,47.939835,-122.5198133,31.06,3.04,123456,TIE-FIGHTER
1403710002,48.31498333,-124.2136667,11.5,2.04,123459,SLAVE I
1403710003,48.29957333,-123.0610133,24.05,1.49,123460,MILLENIUM FALCON
1403710006,47.94038167,-122.52077,31.05,3.04,123456,TIE-FIGHTER
1403710009,48.29936833,-123.06156,24.05,1.49,123460,MILLENIUM FALCON
1403710010,47.94074667,-122.52141,31.04,3.04,123456,TIE-FIGHTER
1403710010,47.60417333,-122.3646017,9.58,1.52,123458,X-WING
1403710012,47.94093,-122.52173,31.04,3.04,123456,TIE-FIGHTER
1403710014,47.94111333,-122.52205,31.04,3.05,123456,TIE-FIGHTER
1403710015,48.29916167,-123.062105,24.05,1.49,123460,MILLENIUM FALCON
1403710020,48.31418333,-124.2111,11.4,2.04,123459,SLAVE I
1403710027,47.94221167,-122.52397,31.04,3.05,123456,TIE-FIGHTER
1403710027,48.31393333,-124.2103333,11.4,2.04,123459,SLAVE I
1403710028,47.60403333,-122.3627417,9.56,1.53,123458,X-WING
1403710035,47.94295667,-122.5252317,31.11,3.05,123456,TIE-FIGHTER
1403710039,48.298345,-123.0642817,24.06,1.5,123460,MILLENIUM FALCON
1403710040,47.603945,-122.3616133,9.53,1.52,123458,X-WING
1403710045,48.31321667,-124.2080167,11.4,2.04,123459,SLAVE I
1403710046,47.603905,-122.3608783,9.47,1.52,123458,X-WING
1403710051,48.297935,-123.06537,24.06,1.49,123460,MILLENIUM FALCON
1403710054,47.94480833,-122.5284033,31.07,3.05,123456,TIE-FIGHTER
1403710057,48.29776333,-123.0658233,24.06,1.49,123460,MILLENIUM FALCON
1403710060,47.94535667,-122.5293667,31.05,3.05,123456,TIE-FIGHTER
1403710063,48.29755667,-123.0663667,24.06,1.49,123460,MILLENIUM FALCON
1403710068,47.94608833,-122.530645,31.05,3.05,123456,TIE-FIGHTER
1403710069,48.29731833,-123.0670033,24.07,1.49,123460,MILLENIUM FALCON
1403710069,48.29731833,-123.0670033,24.07,1.49,123460,MILLENIUM FALCON
1403710072,47.94645667,-122.5312817,31.06,3.05,123456,TIE-FIGHTER
1403710074,47.94664167,-122.5315983,31.06,3.05,123456,TIE-FIGHTER
1403710075,48.31205,-124.2042667,11.4,2.05,123459,SLAVE I
1403710076,47.60372,-122.3577667,9.6,1.53,123458,X-WING
1403710076,48.31205,-124.2042667,11.4,2.05,123459,SLAVE I
1403710076,48.31205,-124.2042667,11.4,2.05,123459,SLAVE I
1403710081,48.296955,-123.06801,24.13,1.5,123460,MILLENIUM FALCON
1403710087,47.94775333,-122.5335,31.09,3.05,123456,TIE-FIGHTER
1403710087,48.29675333,-123.06856,24.13,1.5,123460,MILLENIUM FALCON
1403710088,47.60363167,-122.3565233,9.61,1.51,123458,X-WING
1403710092,48.31133333,-124.20195,11.4,2.05,123459,SLAVE I
1403710093,48.29655167,-123.06911,24.12,1.5,123460,MILLENIUM FALCON
1403710098,47.948785,-122.535235,31.15,3.06,123456,TIE-FIGHTER
1403710099,48.296315,-123.0697467,24.1,1.5,123460,MILLENIUM FALCON
1403710100,47.60354667,-122.3552767,9.62,1.52,123458,X-WING
1403710105,48.31085,-124.2004,11.4,2.05,123459,SLAVE I
1403710106,47.60350333,-122.3546533,9.59,1.51,123458,X-WING
1403710119,47.95074667,-122.538555,31.11,3.06,123456,TIE-FIGHTER
1403710122,47.95103167,-122.539025,31.14,3.06,123456,TIE-FIGHTER
1403710122,48.31011667,-124.1980667,11.4,2.05,123459,SLAVE I
1403710123,48.29547333,-123.0719067,23.96,1.5,123460,MILLENIUM FALCON
1403710123,48.29547333,-123.0719067,23.96,1.5,123460,MILLENIUM FALCON
1403710128,47.95159333,-122.5399717,31.14,3.06,123456,TIE-FIGHTER
1403710129,48.295255,-123.0724367,23.9,1.5,123460,MILLENIUM FALCON
1403710129,48.295255,-123.0724367,23.9,1.5,123460,MILLENIUM FALCON
1403710131,47.95177833,-122.5402917,31.12,3.06,123456,TIE-FIGHTER
1403710134,47.95215333,-122.5409267,31.12,3.06,123456,TIE-FIGHTER
1403710136,47.60331667,-122.351635,9.5,1.44,123458,X-WING
1403710135,48.29503333,-123.0729617,23.85,1.49,123460,MILLENIUM FALCON
1403710136,47.95234,-122.5412417,31.13,3.06,123456,TIE-FIGHTER
1403710146,47.95339167,-122.5429567,31.22,3.06,123456,TIE-FIGHTER
1403710152,48.30895,-124.1943167,11.4,2.06,123459,SLAVE I
1403710158,48.29503333,-123.0729617,23.85,1.49,123460,MILLENIUM FALCON
1403710158,48.30863333,-124.1932833,11.4,2.06,123459,SLAVE I
1403710159,48.29418167,-123.07498,23.77,1.49,123460,MILLENIUM FALCON
1403710160,47.60316,-122.3493917,9.58,1.25,123458,X-WING
1403710160,47.95468667,-122.5452067,31.08,3.07,123456,TIE-FIGHTER
1403710165,47.60313333,-122.3488883,9.55,1.2,123458,X-WING
1403710171,48.30815,-124.1917333,11.4,2.06,123459,SLAVE I
1403710171,48.30815,-124.1917333,11.4,2.06,123459,SLAVE I
1403710177,48.29351833,-123.0765667,23.8,1.5,123460,MILLENIUM FALCON
1403710184,47.95693833,-122.5490733,31.11,3.1,123456,TIE-FIGHTER
1403710188,47.95732,-122.5497167,31.12,3.1,123456,TIE-FIGHTER
1403710196,47.60304,-122.34669,9.22,0.97,123458,X-WING
1403710195,48.29282833,-123.0782567,23.86,1.5,123460,MILLENIUM FALCON
1403710196,47.95808667,-122.5509933,31.17,3.11,123456,TIE-FIGHTER
1403710206,47.95905167,-122.5525783,31.21,3.11,123456,TIE-FIGHTER
1403710213,48.29221333,-123.079775,23.88,1.5,123460,MILLENIUM FALCON
1403710214,47.60301333,-122.34558,9.04,0.87,123458,X-WING
1403710218,48.3062,-124.1854833,11.4,2.06,123459,SLAVE I
1403710218,48.29199667,-123.0803133,23.89,1.5,123460,MILLENIUM FALCON
1403710220,47.60300833,-122.3452367,9.07,0.83,123458,X-WING
1403710228,47.96106667,-122.555905,31.2,3.1,123456,TIE-FIGHTER
1403710231,48.30575,-124.1840667,11.4,2.07,123459,SLAVE I
1403710232,47.60299833,-122.3445883,9.1,0.77,123458,X-WING
1403710236,48.3055,-124.1832833,11.5,2.07,123459,SLAVE I
1403710237,48.29135833,-123.0819417,23.96,1.51,123460,MILLENIUM FALCON
1403710242,48.30526667,-124.1825,11.5,2.07,123459,SLAVE I
1403710243,48.291145,-123.0824833,23.96,1.51,123460,MILLENIUM FALCON
1403710244,47.60299833,-122.3439817,8.97,0.72,123458,X-WING
1403710244,47.96267167,-122.5586167,31.13,3.09,123456,TIE-FIGHTER
1403710256,47.60299833,-122.3434067,8.91,0.68,123458,X-WING
1403710256,48.290645,-123.08375,23.94,1.51,123460,MILLENIUM FALCON
1403710257,47.96379667,-122.5605267,31.13,3.08,123456,TIE-FIGHTER
1403710258,47.96389,-122.560685,31.13,3.08,123456,TIE-FIGHTER
1403710261,48.290465,-123.0842,23.94,1.51,123460,MILLENIUM FALCON
1403710267,48.29025167,-123.0847417,23.94,1.51,123460,MILLENIUM FALCON
1403710268,47.964825,-122.5622667,31.13,3.06,123456,TIE-FIGHTER
1403710270,47.60299833,-122.3434067,8.91,0.68,123458,X-WING
1403710281,47.96593667,-122.5641733,31.1,3.06,123456,TIE-FIGHTER
1403710285,48.30346667,-124.17675,11.4,2.08,123459,SLAVE I
1403710292,47.60299,-122.3418883,9.03,0.53,123458,X-WING
1403710296,48.30306667,-124.1754333,11.4,2.08,123459,SLAVE I
1403710297,47.96743667,-122.566705,31.17,3.06,123456,TIE-FIGHTER
1403710297,48.289185,-123.0874667,23.96,1.51,123460,MILLENIUM FALCON
1403710298,47.60298,-122.34168,9.26,0.49,123458,X-WING
1403710303,48.28896667,-123.0880083,23.94,1.51,123460,MILLENIUM FALCON
1403710306,47.968475,-122.568435,31.17,3.06,123456,TIE-FIGHTER
1403710310,47.602965,-122.34132,9.06,0.42,123458,X-WING
1403710315,48.3023,-124.1729333,11.4,2.08,123459,SLAVE I
1403710316,48.28852833,-123.089085,23.89,1.51,123460,MILLENIUM FALCON
1403710318,47.96959833,-122.5703533,31.13,3.07,123456,TIE-FIGHTER
1403710320,47.96978833,-122.57067,31.14,3.08,123456,TIE-FIGHTER
1403710321,48.28834667,-123.0895333,23.88,1.51,123460,MILLENIUM FALCON
1403710322,47.60295333,-122.341035,9.43,0.32,123458,X-WING
1403710328,47.97053167,-122.571955,31.09,3.08,123456,TIE-FIGHTER
1403710332,41.64862833,-70.27483833,25.18,-1,123457,SLAVE I
1403710334,47.60294167,-122.3407967,9.48,0.25,123458,X-WING
1403710343,47.60293,-122.34063,9.54,0.22,123458,X-WING
1403710353,47.97299,-122.57545,31.87,3.06,123456,TIE-FIGHTER
1403710356,48.30065,-124.16755,11.4,2.08,123459,SLAVE I
1403710356,48.30065,-124.16755,11.4,2.08,123459,SLAVE I
1403710357,48.28701667,-123.0927533,23.75,1.51,123460,MILLENIUM FALCON
1403710358,47.60291667,-122.3404467,9.14,0.16,123458,X-WING
1403710362,47.974115,-122.57675,32.16,3.07,123456,TIE-FIGHTER
1403710363,48.28674667,-123.0933633,23.69,1.5,123460,MILLENIUM FALCON
1403710366,47.97458333,-122.577235,32.28,3.07,123456,TIE-FIGHTER
1403710368,47.97481833,-122.5774733,32.38,3.07,123456,TIE-FIGHTER
1403710372,47.97529167,-122.5779467,32.48,3.07,123456,TIE-FIGHTER
1403710375,48.29983333,-124.1649167,11.4,2.08,123459,SLAVE I
1403710375,48.28627667,-123.094395,23.59,1.5,123460,MILLENIUM FALCON
1403710378,47.97588667,-122.57853,32.58,3.08,123456,TIE-FIGHTER
1403710382,47.602905,-122.3402417,9.68,0.09,123458,X-WING
1403710383,47.602905,-122.3402317,9.72,0.07,123458,X-WING
1403710384,47.97673167,-122.5793283,32.7,3.08,123456,TIE-FIGHTER
1403710386,48.28584,-123.0953283,23.54,1.49,123460,MILLENIUM FALCON
1403710388,47.97721333,-122.5797867,32.72,3.09,123456,TIE-FIGHTER
1403710388,47.60290333,-122.3402167,9.71,0.04,123458,X-WING
1403710402,48.29983333,-124.1649167,11.4,2.08,123459,SLAVE I
1403710416,48.29801667,-124.15885,11.4,2.09,123459,SLAVE I
1403710418,48.29801667,-124.15885,11.4,2.09,123459,SLAVE I
1403710418,48.29801667,-124.15885,11.4,2.09,123459,SLAVE I
1403710418,48.28462833,-123.097965,23.54,1.48,123460,MILLENIUM FALCON
1403710423,48.28439667,-123.0984783,23.56,1.48,123460,MILLENIUM FALCON
1403710424,47.602895,-122.34017,10.81,0.02,123458,X-WING
1403710426,47.98170667,-122.5840467,32.78,3.12,123456,TIE-FIGHTER
1403710429,48.28416333,-123.0989867,23.56,1.48,123460,MILLENIUM FALCON
1403710438,48.29801667,-124.15885,11.4,2.09,123459,SLAVE I
1403710439,48.28392833,-123.0994917,23.53,1.48,123460,MILLENIUM FALCON
1403710440,47.98317333,-122.585415,32.79,3.12,123456,TIE-FIGHTER
1403710440,48.28392833,-123.0994917,23.53,1.48,123460,MILLENIUM FALCON
1403710441,48.28369,-123.0999933,23.51,1.47,123460,MILLENIUM FALCON
1403710442,48.28369,-123.0999933,23.51,1.47,123460,MILLENIUM FALCON
1403710444,47.98366333,-122.58587,32.8,3.12,123456,TIE-FIGHTER
1403710444,47.60289,-122.3401683,11.77,-1,123458,X-WING
1403710446,47.98390833,-122.5860967,32.81,3.12,123456,TIE-FIGHTER
1403710447,48.29673333,-124.1545833,11.3,2.09,123459,SLAVE I
1403710447,48.28345167,-123.1004933,23.48,1.47,123460,MILLENIUM FALCON
1403710448,47.98452167,-122.5866617,32.81,3.12,123456,TIE-FIGHTER
1403710452,47.98501333,-122.5871133,32.82,3.12,123456,TIE-FIGHTER
1403710454,47.98525833,-122.5873383,32.83,3.12,123456,TIE-FIGHTER
1403710464,47.98649,-122.588455,32.87,3.12,123456,TIE-FIGHTER
1403710466,47.98674,-122.5886667,32.91,3.11,123456,TIE-FIGHTER
1403710476,48.29555,-124.1507667,11.4,2.08,123459,SLAVE I
1403710478,47.98822333,-122.5899383,32.93,3.09,123456,TIE-FIGHTER
1403710477,48.28225,-123.1029833,23.44,1.47,123460,MILLENIUM FALCON
1403710483,48.29523333,-124.1497,11.4,2.08,123459,SLAVE I
1403710483,48.28201167,-123.10348,23.43,1.47,123460,MILLENIUM FALCON
1403710484,47.60289333,-122.34021,10.77,0.01,123458,X-WING
1403710488,47.98942,-122.5910917,32.77,3.09,123456,TIE-FIGHTER
1403710489,48.29506667,-124.1491167,11.4,2.09,123459,SLAVE I
1403710489,48.28177,-123.1039733,23.41,1.47,123460,MILLENIUM FALCON
1403710500,47.99087833,-122.5924467,32.8,3.09,123456,TIE-FIGHTER
1403710501,48.28132,-123.1048717,23.36,1.47,123460,MILLENIUM FALCON
1403710503,47.60289,-122.340195,10.77,0.01,123458,X-WING
1403710508,47.99185833,-122.5933383,32.84,3.1,123456,TIE-FIGHTER
1403710510,47.99210333,-122.5935633,32.84,3.1,123456,TIE-FIGHTER
1403710513,48.28079167,-123.105935,23.35,1.47,123460,MILLENIUM FALCON
1403710519,48.2941,-124.1458833,11.4,2.08,123459,SLAVE I
1403710520,48.28055,-123.10643,23.37,1.47,123460,MILLENIUM FALCON
1403710520,48.28055,-123.10643,23.37,1.47,123460,MILLENIUM FALCON
1403710522,48.2941,-124.1458833,11.4,2.08,123459,SLAVE I
1403710525,48.28030667,-123.1069233,23.38,1.47,123460,MILLENIUM FALCON
1403710528,47.99431667,-122.5955467,32.88,3.1,123456,TIE-FIGHTER
1403710537,48.29343333,-124.1436667,11.3,2.08,123459,SLAVE I
1403710543,48.2932,-124.1428833,11.3,2.08,123459,SLAVE I
1403710543,48.27962,-123.1083233,23.37,1.47,123460,MILLENIUM FALCON
1403710544,47.60289333,-122.3401733,9.54,0.01,123458,X-WING
1403710546,47.99639833,-122.59743,32.9,3.1,123456,TIE-FIGHTER
1403710550,47.99701,-122.59798,32.89,3.1,123456,TIE-FIGHTER
1403710550,48.27929333,-123.10898,23.36,1.47,123460,MILLENIUM FALCON
1403710555,48.29271667,-124.1413,11.4,2.08,123459,SLAVE I
1403710561,48.27885167,-123.10989,23.4,1.47,123460,MILLENIUM FALCON
1403710563,47.99835167,-122.5992083,32.86,3.09,123456,TIE-FIGHTER
1403710564,47.60289333,-122.34019,9.54,0.01,123458,X-WING
1403710565,47.99871833,-122.5995417,32.87,3.09,123456,TIE-FIGHTER
1403710568,47.99920333,-122.5999933,32.84,3.09,123456,TIE-FIGHTER
1403710570,47.999325,-122.6001067,32.83,3.09,123456,TIE-FIGHTER
1403710573,48.27835833,-123.1108767,23.34,1.47,123460,MILLENIUM FALCON
1403710579,48.29176667,-124.1381333,11.3,2.08,123459,SLAVE I
1403710585,48.27784667,-123.1118267,23.17,1.46,123460,MILLENIUM FALCON
1403710591,48.27758333,-123.112285,23.07,1.45,123460,MILLENIUM FALCON
1403710594,47.602905,-122.3401817,9.54,0.01,123458,X-WING
1403710596,48.00252167,-122.602935,32.93,3.09,123456,TIE-FIGHTER
1403710598,48.27732167,-123.112745,23.02,1.45,123460,MILLENIUM FALCON
1403710603,48.29081667,-124.1349667,11.3,2.09,123459,SLAVE I
1403710603,48.27705833,-123.1132017,22.97,1.45,123460,MILLENIUM FALCON
1403710604,47.602905,-122.34018,9.54,-1,123458,X-WING
1403710606,48.00387667,-122.6041367,32.92,3.09,123456,TIE-FIGHTER
1403710610,48.27675167,-123.113735,22.94,1.45,123460,MILLENIUM FALCON
1403710613,48.00461833,-122.6047867,32.94,3.1,123456,TIE-FIGHTER
1403710615,48.29038333,-124.1335167,11.3,2.08,123459,SLAVE I
1403710620,48.00560667,-122.6056617,32.94,3.1,123456,TIE-FIGHTER
1403710621,48.27626667,-123.114565,22.9,1.45,123460,MILLENIUM FALCON
1403710624,48.00610167,-122.606095,32.95,3.1,123456,TIE-FIGHTER
1403710626,48.00635,-122.60631,32.95,3.1,123456,TIE-FIGHTER
1403710628,47.602905,-122.34018,9.54,-1,123458,X-WING
1403710629,48.00659833,-122.606525,32.96,3.1,123456,TIE-FIGHTER
1403710632,48.00709333,-122.6069583,32.97,3.1,123456,TIE-FIGHTER
1403710633,47.60290667,-122.34018,9.6,0.01,123458,X-WING
1403710633,48.27573667,-123.115475,22.89,1.45,123460,MILLENIUM FALCON
1403710639,48.27547333,-123.1159317,22.9,1.45,123460,MILLENIUM FALCON
1403710651,48.27498667,-123.1167717,22.91,1.45,123460,MILLENIUM FALCON
1403710657,48.28875,-124.1279333,11.3,2.09,123459,SLAVE I
1403710663,47.602905,-122.3401683,9.11,0.01,123458,X-WING
1403710663,48.2885,-124.1271333,11.3,2.09,123459,SLAVE I
1403710673,47.60290333,-122.34017,9.01,0.01,123458,X-WING
1403710674,48.01221333,-122.6113267,33.01,3.11,123456,TIE-FIGHTER
1403710675,48.28795,-124.1252833,11.3,2.09,123459,SLAVE I
1403710681,48.28771667,-124.1244833,11.3,2.09,123459,SLAVE I
1403710681,48.27366167,-123.11907,22.92,1.45,123460,MILLENIUM FALCON
1403710686,48.013705,-122.6126233,32.99,3.11,123456,TIE-FIGHTER
1403710686,48.013705,-122.6126233,32.99,3.11,123456,TIE-FIGHTER
1403710690,48.01432667,-122.61316,32.99,3.11,123456,TIE-FIGHTER
1403710693,47.60290167,-122.340175,9.05,0.01,123458,X-WING
1403710693,48.27308,-123.120055,22.87,1.45,123460,MILLENIUM FALCON
1403710700,48.01557167,-122.6142333,33.01,3.11,123456,TIE-FIGHTER
1403710702,48.01569667,-122.61434,33.01,3.11,123456,TIE-FIGHTER
1403710711,48.27226,-123.121385,22.74,1.45,123460,MILLENIUM FALCON
1403710717,48.28643333,-124.1200833,11.3,2.1,123459,SLAVE I
1403710718,48.27193667,-123.121895,22.7,1.45,123460,MILLENIUM FALCON
1403710723,48.28611667,-124.119,11.3,2.1,123459,SLAVE I
1403710723,48.27170667,-123.12226,22.69,1.45,123460,MILLENIUM FALCON
1403710733,47.60289333,-122.3401683,9.21,0.01,123458,X-WING
1403710735,48.28566667,-124.1174,11.3,2.1,123459,SLAVE I
1403710735,48.27114333,-123.1231267,22.61,1.45,123460,MILLENIUM FALCON
1403710736,48.02000667,-122.6177733,33.3,3.11,123456,TIE-FIGHTER
1403710741,48.28543333,-124.1165833,11.3,2.1,123459,SLAVE I
1403710744,47.60289833,-122.3401667,9.91,0.01,123458,X-WING
1403710747,48.27058,-123.1240017,22.61,1.45,123460,MILLENIUM FALCON
1403710749,48.02154667,-122.6189283,33.32,3.1,123456,TIE-FIGHTER
1403710750,48.02180333,-122.6191217,33.32,3.1,123456,TIE-FIGHTER
1403710753,48.2703,-123.1244417,22.62,1.45,123460,MILLENIUM FALCON
1403710754,47.60289833,-122.3401683,9.91,-1,123458,X-WING
1403710759,48.28471667,-124.1141833,11.3,2.1,123459,SLAVE I
1403710762,48.02347333,-122.6203683,33.35,3.11,123456,TIE-FIGHTER
1403710771,48.26945,-123.125735,22.56,1.45,123460,MILLENIUM FALCON
1403710774,48.02505,-122.6214117,33.6,3.11,123456,TIE-FIGHTER
1403710776,48.28405,-124.1119,11.3,2.1,123459,SLAVE I
1403710778,48.26916667,-123.1261667,22.56,1.45,123460,MILLENIUM FALCON
1403710783,48.28381667,-124.1111,11.3,2.1,123459,SLAVE I
1403710783,48.26888333,-123.1265983,22.56,1.45,123460,MILLENIUM FALCON
1403710790,48.2686,-123.1270267,22.54,1.45,123460,MILLENIUM FALCON
1403710793,47.60290333,-122.3401817,8.18,0.01,123458,X-WING
1403710794,48.28381667,-124.1111,11.3,2.1,123459,SLAVE I
1403710795,48.28328333,-124.1092333,11.3,2.1,123459,SLAVE I
1403710796,48.26831333,-123.1274533,22.53,1.45,123460,MILLENIUM FALCON
1403710798,48.02829333,-122.6231867,34.07,3.11,123456,TIE-FIGHTER
1403710801,48.28311667,-124.1086833,11.3,2.1,123459,SLAVE I
1403710804,47.60290333,-122.34018,8.2,0.02,123458,X-WING
1403710806,48.02829333,-122.6231867,34.07,3.11,123456,TIE-FIGHTER
1403710809,48.02966167,-122.6238767,34.12,3.12,123456,TIE-FIGHTER
1403710810,48.02993667,-122.6240133,34.13,3.12,123456,TIE-FIGHTER
1403710813,48.26746,-123.1287333,22.51,1.45,123460,MILLENIUM FALCON
1403710814,47.60290167,-122.340175,8.54,-1,123458,X-WING
1403710822,48.03159,-122.6248117,34.2,3.13,123456,TIE-FIGHTER
1403710826,48.03214,-122.625075,34.21,3.13,123456,TIE-FIGHTER
1403710837,48.26633333,-123.1304667,22.58,1.45,123460,MILLENIUM FALCON
1403710850,48.03545333,-122.6266633,34.25,3.13,123456,TIE-FIGHTER
1403710850,48.26572,-123.1314167,22.62,1.46,123460,MILLENIUM FALCON
1403710853,47.602905,-122.340175,8.18,0.01,123458,X-WING
1403710855,48.281,-124.1013167,11.2,2.1,123459,SLAVE I
1403710856,48.26544167,-123.13186,22.65,1.46,123460,MILLENIUM FALCON
1403710858,48.03642167,-122.62712,34.25,3.13,123456,TIE-FIGHTER
1403710867,48.28053333,-124.0997,11.2,2.11,123459,SLAVE I
1403710868,48.03794333,-122.6278167,34.29,3.13,123456,TIE-FIGHTER
1403710870,48.03808167,-122.6278783,34.29,3.13,123456,TIE-FIGHTER
1403710873,48.264655,-123.1331183,22.68,1.46,123460,MILLENIUM FALCON
1403710874,47.60291,-122.3401767,9.57,0.01,123458,X-WING
1403710880,48.264655,-123.1331183,22.68,1.46,123460,MILLENIUM FALCON
1403710884,48.04000833,-122.628775,34.27,3.12,123456,TIE-FIGHTER
1403710887,48.040285,-122.6289,34.28,3.12,123456,TIE-FIGHTER
1403710892,48.04111167,-122.6292733,34.3,3.12,123456,TIE-FIGHTER
1403710897,48.26354667,-123.13489,22.69,1.45,123460,MILLENIUM FALCON
1403710910,48.26294333,-123.13584,22.67,1.45,123460,MILLENIUM FALCON
1403710910,48.26294333,-123.13584,22.67,1.45,123460,MILLENIUM FALCON
1403710913,47.60291667,-122.3401767,11.27,-1,123458,X-WING
1403710915,48.27866667,-124.0932,11.3,2.12,123459,SLAVE I
1403710916,48.26271,-123.1362033,22.66,1.45,123460,MILLENIUM FALCON
1403710918,48.04485667,-122.6307683,34.59,3.1,123456,TIE-FIGHTER
1403710921,48.26247833,-123.13657,22.66,1.45,123460,MILLENIUM FALCON
1403710921,48.27843333,-124.0924,11.3,2.12,123459,SLAVE I
1403710922,48.04541,-122.6309867,34.56,3.1,123456,TIE-FIGHTER
1403710927,48.27823333,-124.0917167,11.3,2.12,123459,SLAVE I
1403710928,48.04624,-122.63133,34.5,3.1,123456,TIE-FIGHTER
1403710930,48.04651833,-122.6314433,34.49,3.1,123456,TIE-FIGHTER
1403710934,47.602935,-122.34017,9.38,-1,123458,X-WING
1403710939,48.261585,-123.1379417,22.6,1.45,123460,MILLENIUM FALCON
1403710944,48.048465,-122.632225,34.5,3.11,123456,TIE-FIGHTER
1403710945,47.602925,-122.3401683,9.21,-1,123458,X-WING
1403710945,48.26134667,-123.1382983,22.57,1.45,123460,MILLENIUM FALCON
1403710954,48.04985667,-122.6327883,34.48,3.11,123456,TIE-FIGHTER
1403710973,47.60291333,-122.340175,9.64,-1,123458,X-WING
1403710975,48.27628333,-124.0849667,11.3,2.12,123459,SLAVE I
1403710976,48.25988,-123.1405167,22.54,1.44,123460,MILLENIUM FALCON
1403710980,48.05346,-122.6343583,34.34,3.12,123456,TIE-FIGHTER
1403710981,48.25964167,-123.1408717,22.53,1.44,123460,MILLENIUM FALCON
1403710981,48.27611667,-124.0844167,11.3,2.12,123459,SLAVE I
1403710987,48.259355,-123.1412933,22.51,1.44,123460,MILLENIUM FALCON
1403710988,48.05457,-122.63485,34.34,3.13,123456,TIE-FIGHTER
1403710990,48.05484833,-122.6349733,34.35,3.13,123456,TIE-FIGHTER
1403710990,47.60291333,-122.340175,9.64,-1,123458,X-WING
1403710994,47.60291,-122.3401783,9.64,-1,123458,X-WING
1403710994,48.05540333,-122.6352167,34.35,3.13,123456,TIE-FIGHTER
1403710994,47.60291,-122.3401783,9.64,-1,123458,X-WING
1403711000,48.25868667,-123.1422717,22.47,1.44,123460,MILLENIUM FALCON
1403711004,48.27523333,-124.0813167,11.3,2.11,123459,SLAVE I
1403711006,48.05707,-122.63594,34.37,3.13,123456,TIE-FIGHTER
1403711017,48.27468333,-124.0794333,11.3,2.11,123459,SLAVE I
1403711020,48.05887333,-122.63673,34.36,3.13,123456,TIE-FIGHTER
1403711029,48.25732,-123.1443067,22.5,1.43,123460,MILLENIUM FALCON
1403711034,47.60292167,-122.3401683,8.36,-1,123458,X-WING
1403711035,48.25699333,-123.1448033,22.51,1.43,123460,MILLENIUM FALCON
1403711041,48.25676,-123.1451583,22.53,1.43,123460,MILLENIUM FALCON
1403711041,48.27373333,-124.0762167,11.3,2.11,123459,SLAVE I
1403711042,48.06193167,-122.6380433,34.4,3.13,123456,TIE-FIGHTER
1403711047,48.25648,-123.14558,22.52,1.43,123460,MILLENIUM FALCON
1403711049,48.062765,-122.6384067,34.39,3.13,123456,TIE-FIGHTER
1403711050,48.06304333,-122.6385267,34.38,3.13,123456,TIE-FIGHTER
1403711054,47.602895,-122.3401633,8.61,-1,123458,X-WING
1403711056,48.06402,-122.6389367,34.41,3.13,123456,TIE-FIGHTER
